0528881469,2.4
0594451647,4.2
0594481813,4.0
0972683275,4.461187214611872
1400501466,3.953488372093023
1400501520,4.4
1400501776,4.15
1400532620,3.6097560975609757
1400532655,3.8073394495412844
140053271X,3.8309859154929575
1400532736,3.230769230769231
1400599997,3.902439024390244
1400698987,4.214285714285714
1400699169,4.5
1615527613,4.2
3744295508,4.947368421052632
3930992868,5.0
3936710058,3.5
6301977173,3.0
7214047977,4.3076923076923075
7507825604,4.833333333333333
7799813393,3.5
8862935293,3.6666666666666665
8862936826,3.0
8918010656,4.428571428571429
9043413585,3.4285714285714284
9573212900,4.111111111111111
9573212919,3.8823529411764706
9575871979,4.04
9625993428,3.8
9862510447,3.6666666666666665
9876050621,3.2
9888002198,4.055555555555555
9966338926,3.0
9966541551,4.6
9966569863,4.714285714285714
9966694544,4.076923076923077
9981739588,4.428571428571429
9983891204,4.764705882352941
9983891212,4.7023809523809526
9984984354,3.6956521739130435
9984984362,4.4
998498480X,4.666666666666667
9985511476,4.631578947368421
B000001OL6,3.7
B000001OM4,4.352941176470588
B000001OM5,3.814814814814815
B000001OMA,3.5833333333333335
B000001OMI,4.4
B000001OMT,3.857142857142857
B000001OMZ,4.666666666666667
B000001ON6,4.2926829268292686
B000006OQ8,4.6
B00000DM9W,4.607843137254902
B00000DMA3,4.285714285714286
B00000I9HE,4.125
B00000I9HF,4.8
B00000IGBF,4.222222222222222
B00000J05A,3.4285714285714284
B00000J060,4.0
B00000J061,4.535714285714286
B00000J08C,4.461538461538462
B00000J08Q,2.5
B00000J0AR,2.0
B00000J0D2,3.0
B00000J0D5,3.0714285714285716
B00000J0D8,2.8
B00000J0IX,4.0
B00000J1E6,2.142857142857143
B00000J1EJ,2.8333333333333335
B00000J1EP,4.538461538461538
B00000J1EQ,4.6571428571428575
B00000J1F3,4.5
B00000J1GA,3.2222222222222223
B00000J1QK,4.260869565217392
B00000J1QR,4.266666666666667
B00000J1SC,4.2405063291139244
B00000J1TX,4.738095238095238
B00000J1U8,4.619047619047619
B00000J1UA,4.333333333333333
B00000J1UB,4.8
B00000J1UQ,4.804347826086956
B00000J1UY,5.0
B00000J1V3,4.612903225806452
B00000J1V5,4.712643678160919
B00000J1V7,4.944444444444445
B00000J1V8,5.0
B00000J3G3,4.0
B00000J3GR,5.0
B00000J3HB,4.6
B00000J3II,4.0
B00000J3Q1,4.0
B00000J3Q7,4.230769230769231
B00000J3SA,4.785714285714286
B00000J3UH,4.0
B00000J3UJ,3.375
B00000J3WQ,3.5555555555555554
B00000J40X,4.6
B00000J434,4.05
B00000J47F,3.8
B00000J4CX,4.0
B00000J4DV,4.75
B00000J4EY,4.782608695652174
B00000J4FS,4.433333333333334
B00000J4GE,4.25
B00000J4L8,4.583333333333333
B00000J4LQ,4.8
B00000J4M9,4.5
B00000J4VK,4.2
B00000J4VL,4.5
B00000J506,3.6
B00000J579,3.7142857142857144
B00000J6WY,3.35
B00000JBAH,4.428571428571429
B00000JBAT,3.7142857142857144
B00000JBHE,4.8
B00000JBHP,4.076923076923077
B00000JBIA,1.0
B00000JBJQ,3.3333333333333335
B00000JBLJ,3.625
B00000JBRV,4.4
B00000JBUI,4.909090909090909
B00000JCT8,3.6923076923076925
B00000JCTO,3.6875
B00000JD34,3.9523809523809526
B00000JD3C,4.0
B00000JD3O,4.555555555555555
B00000JD4T,2.7777777777777777
B00000JD4V,4.1875
B00000JDEL,4.6
B00000JDF5,4.718120805369128
B00000JDF6,4.68
B00000JDF8,4.571428571428571
B00000JDFI,5.0
B00000JDGQ,4.5
B00000JDHV,3.769230769230769
B00000JDK0,4.0
B00000JF4M,2.8
B00000JFE3,4.0
B00000JFIF,4.888888888888889
B00000JFMK,4.75
B00000JGN9,3.3333333333333335
B00000JGNB,3.888888888888889
B00000JHVP,4.285714285714286
B00000JHWX,4.5
B00000JI2C,3.875
B00000JI2D,3.6
B00000JI38,4.2
B00000JI48,3.5454545454545454
B00000JI4F,4.134146341463414
B00000JII6,3.0714285714285716
B00000JMO4,4.0
B00000JMRV,3.8333333333333335
B00000JMRX,3.0
B00000JPPI,4.0
B00000JSES,3.125
B00000JSGF,3.5833333333333335
B00000JXV3,4.333333333333333
B00000JYLO,4.166666666666667
B00000JYWQ,4.071428571428571
B00000K135,4.5092592592592595
B00000K13A,4.7368421052631575
B00000K13I,4.533333333333333
B00000K13L,4.725
B00000K2YR,4.018518518518518
B00000K2YV,2.5
B00000K3RI,3.5
B00000K3RK,4.166666666666667
B00000K4KH,4.257142857142857
B00000K4LF,2.8
B00001MXYW,2.6666666666666665
B00001OPJ1,4.4
B00001OPJQ,4.0
B00001OPJV,3.2
B00001OPJZ,4.3076923076923075
B00001OWYM,3.5454545454545454
B00001OXQ9,4.6
B00001P4XA,3.7848101265822787
B00001P4XH,4.065217391304348
B00001P4ZH,4.464730290456432
B00001P4ZR,4.148936170212766
B00001P505,4.434210526315789
B00001P584,3.2
B00001QEAE,5.0
B00001QEMF,4.785714285714286
B00001QHP5,4.0
B00001RMCY,4.909090909090909
B00001RME8,4.0
B00001U0AJ,2.875
B00001W0D4,4.25
B00001W0D5,3.6666666666666665
B00001W0DC,4.2
B00001W0DD,4.111111111111111
B00001W0DG,3.6666666666666665
B00001W0DH,4.410714285714286
B00001W0DI,4.36231884057971
B00001W0EQ,4.014285714285714
B00001W0H1,4.4
B00001WRSJ,4.630272952853598
B00001X5AL,3.2
B00001YVG4,4.8
B00001ZT4H,4.529411764705882
